title,directions,Ingridents,link
Orange Punch,"[""Mix together."", ""Makes 2 punch bowls full.""]","[""orange sherbet"", ""pineapple juice"", ""vanilla ice cream"", ""ginger ale""]",www.cookbooks.com/Recipe-Details.aspx?id=317965
French Toast ,"[""Mix ingredients. Beat with eggs. Soak desired bread in ingredient mixture. fry at 400 on skillet.""]","[""eggs"", ""brown sugar"", ""salt"", ""milk""]",www.epicurious.com/recipes/member/views/french-toast-51586341
Creamy Pesto Chicken,"[""Heat oil in a large nonstick skillet on medium heat."", ""Add the chicken and cook 68 minutes on each side until chicken is cooked through."", ""Remove to a plate and keep warm."", ""Add the broth to the skillet and cook until warmed, 35 minutes."", ""Add the cream cheese spread and the pesto."", ""Cook and stir until cheese is melted and sauce is smooth."", ""It will thicken a bit."", ""Add the chicken back to the pan to coat."", ""Yep, it is just that easy!"", ""This sauce would be awesome on some gnocchi!"", ""You could make your own pesto if you wanted but I used Classico jarred stuff it was awesome!"", ""Serve with roasted potatoes and a veggie or salad for a complete meal.""]","[""oil"", ""chicken breasts"", ""cream cheese"", ""pesto"", ""chicken broth""]",tastykitchen.com/recipes/main-courses/creamy-pesto-chicken/
Scotcheroos,"[""In a large pan, cook corn syrup and sugar over medium heat, stirring often, until mixture begins to boil."", ""Remove from heat and stir in peanut butter."", ""Mix in cereal."", ""Press in a 9 x 13-inch pan."", ""Melt over hot water the chips, stirring constantly."", ""Spread over mixture.""]","[""sugar"", ""corn syrup"", ""peanut butter"", ""butterscotch chips"", ""rice krispies"", ""chocolate chips""]",www.cookbooks.com/Recipe-Details.aspx?id=907859
Marsala And Hazelnut Semifreddo,"[""Place the eggs and yolks, sugar and Marsala wine in a heatproof bowl. Place the bowl over a saucepan of just simmering water, making sure the bottom of the bowl doesn't touch the water."", ""Using an electric mixer, beat the egg mixture for 4-5 mins, until thick, pale and doubled in volume. Remove from heat."", ""Whip cream in a large bowl until soft peaks form. Fold in egg mixture and hazelnuts with a spatula. Pour into a 6-cup freezer container. Freeze overnight, or until firm."", ""Let stand at room temperature for 5 mins before serving in scoops with raspberries.""]","[""sugar"", ""fresh raspberries"", ""heavy cream"", ""eggs"", ""hazelnuts"", ""marsala wine"", ""egg yolks""]",recipes-plus.com/api/v2.0/recipes/27056
Shrimp With Roasted Red Pepper Cream,"[""Prepare pasta according to package directions, omitting salt and oil."", ""Keep pasta warm."", ""Process red peppers and next 4 ingredients in a blender or food processor until smooth."", ""Pour mixture into large skillet."", ""Cook over medium heat 5 minutes stirring often, until thoroughly heated."", ""Add shrimp and cook 2-3 minutes until thoroughly heated."", ""Remove from heat."", ""Serve over hot cooked pasta."", ""Sprinkle with basil.""]","[""ground red pepper"", ""vermicelli"", ""red peppers"", ""cream cheese"", ""chicken broth"", ""shrimp"", ""garlic"", ""fresh basil""]",www.food.com/recipe/shrimp-with-roasted-red-pepper-cream-133738
Rice And Broccoli Casserole,"[""Saute pepper,"", ""onion"", ""and"", ""celery in 4 or 5 tablespoons oleo or butter;"", ""add to cooked rice, along with soup, milk and broccoli."", ""Place"", ""in"", ""casserole and top with Cheez Whiz."", ""Bake at 350\u00b0 for 20 to 30 minutes.""]","[""cream of chicken soup"", ""onion"", ""celery"", ""broccoli"", ""milk"", ""rice"", ""green pepper""]",www.cookbooks.com/Recipe-Details.aspx?id=655859
Lemon-Sour Cream-Poppy Seed Muffins,"[""Heat oven to 325."", ""Grease medium muffin cups."", ""Mix cake mix (dry) and remaining ingredients except Lemon Glaze in a large bowl until well blended."", ""Fill muffin cups 1/2 full."", ""Bake about 30 minutes or until top springs back when touched lightly."", ""Cool 10 minutes; remove from pan."", ""Cool completely."", ""Drizzle with lemon glaze.""]","[""packagegolden poundcake"", ""sour cream"", ""poppy seeds"", ""vanilla"", ""lemon juice"", ""eggs"", ""powdered sugar"", ""lemon rind"", ""lemon"", ""lemon peel""]",www.food.com/recipe/lemon-sour-cream-poppy-seed-muffins-236451
Crock Pot Chicken Cacciatore,"[""Cut chicken breast into smaller pieces as desired."", ""Coat chicken with flour."", ""Heat oil in skillet on med/high heat."", ""Cook chicken in oil 10 minutes or until brown."", ""Drain."", ""Place half of chicken pieces into crock pot."", ""Cut pepper into fourths."", ""Mix pepper, and all remaining ingredients."", ""Spoon half of mixture over chicken."", ""Add other half of chicken pieces."", ""And then add remaining mixture on top."", ""Cook on Low for 4-6 hours or until chicken is no longer pink."", ""Serve alone or on a bed of pasta.""]","[""oregano"", ""tomatoes"", ""chicken breasts"", ""onion powder"", ""mushrooms"", ""flour"", ""basil"", ""olive oil"", ""garlic"", ""green pepper"", ""salt""]",www.food.com/recipe/crock-pot-chicken-cacciatore-348033
Vegan Buffalo Cauliflower Pizza,"[""Place the crust ingredients into a bread machine in the order listed in the owners manual."", ""Set it for the dough cycle."", ""If you dont have a bread machine, you can use an electric mixer with a dough hook to knead it."", ""Once the dough cycle is complete, lightly spray a large bowl with non-stick spray, put the dough into it and coat the dough with spray as well, so that it doesnt dry out."", ""Cover with a towel and let dough rest for 10 minutes in a warm place."", ""The dough is too elastic at this point to press into the pan."", ""After 10 minutes, it should be more relaxed and you can form your crust by pressing it into a medium-large sized deep dish pizza pan."", ""Let dough rise in a warm place, covered with a towel, for 30 minutes."", ""Midway through the rise time, form the dough again so that it is not too puffy in the middle and make indentations with your fingertips so that the filling has somewhere to go."", ""To prepare the cauliflower, preheat oven to 375 degrees F."", ""While oven is preheating, make the buttermilk mixture."", ""Put flour and garlic powder in a medium-sized bowl."", ""Set aside for a moment."", ""In a small bowl or cup whisk together the buttermilk mixture and let it sit for 5-10 minutes."", ""Curdled is what we are going for."", ""Add this into the flour and garlic powder and whisk until a smooth batter forms."", ""Toss the cauliflower florets into the batter and toss to coat, removing any excess batter (a slotted spoon really helps here) and place on a greased rimmed baking dish."", ""Bake for 15-20 minutes, or until cauliflower is beginning to get tender and slightly golden."", ""Meanwhile, mix together the sauce ingredients in a small saucepan over low heat."", ""Stir to dissolve the butter and sugar."", ""Keep warm."", ""Remove cauliflower from oven."", ""Drizzle sauce over the cauliflower, gently tossing to evenly coat."", ""Bake for another 5-10 minutes or so."", ""At this point it doesnt have to be totally doneit will finish cooking on the pizza."", ""Combine the bleu cheese dressing ingredients in a small bowl."", ""To assemble the pizza, spread the blue cheese mixture evenly over the unbaked crust."", ""Then place the par-baked cauliflower around the dough."", ""Bake for 15 minutes or until the crust is completely baked."", ""Drizzle the top with vegan ranch dressing and serve celery sticks alongside if desired.""]","[""bread flour"", ""sugar"", ""all-purpose"", ""water"", ""white vinegar"", ""bread machine yeast"", ""cauliflower"", ""margarine"", ""almond milk"", ""garlic"", ""vegetable oil"", ""salt""]",tastykitchen.com/recipes/special-dietary-needs/vegan-buffalo-cauliflower-pizza/
Savory Crescent Chicken Squares,"[""Preheat oven to 350\u00b0."", ""Blend cream cheese and 2 tablespoons butter until smooth."", ""Add the next 4 ingredients and mix well. Separate crescent dough into 4 rectangles."", ""Firmly press perforations to seal."", ""Spoon 1/2 cup meat mixture into center of each rectangle."", ""Put 4 corners of dough to top center of chicken mixture, twist slightly and seal edges."", ""Brush top with reserved 1 tablespoon butter and sprinkle with crouton crumbs."", ""Bake on ungreased cookie sheet for 20 to 25 minutes until golden brown.""]","[""pepper"", ""croutons"", ""cream cheese"", ""milk"", ""butter"", ""crescent rolls"", ""chicken"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=956378
Classic Peach Pie,"[""Preheat oven to 400."", ""Thaw pie crust (if using frozen) and roll one disk into a 9-inch pie pan. Leave second disk aside to top pie. If you want the pie to have a decorative topping, cut out shapes in the dough with a sharp knife or small pie crust cutters."", ""Combine sugar, almond extract, lemon juice and tapioca in a large bowl and mix to combine. Add peaches and toss in sugar mixture until slices are fully coated."", ""Pour mixture into prepared pie crust. Top with second pie crust and pinch crusts together. I like to push fork tines into the side of the crust all the way around to make a nice pattern."", ""(If you have not formed a decorative pattern in the top of the pie crust make sure to pierce it many times with a fork to allow the air to escape!)"", ""Bake at 400 for 40-45 minutes. The pie should be warm and bubbly, and the pie crust golden brown."", ""This pie freezes well BEFORE baking. If you'd like to store it in a freezer make sure it wrapped well in plastic wrap so no air can reach it. Then, cover it with a layer of aluminum foil. We usually freeze these for up to 6 months.""]","[""almond"", ""fresh peaches"", ""sugar"", ""lemon juice"", ""frozen pie crust"", ""tapioca""]",food52.com/recipes/281-classic-peach-pie
Glazed Radishes,"[""Cut large radishes in half; leave small ones whole."", ""In a 12 inch skillet, combine radishes, butter, sugar, vinegar, 1 tsp salt, 1/4 tsp pepper and 1 1/2 cups water."", ""Bring to a boil over high heat; cook, stirring occasionally until liquid has reduced and radishes are tender and glazed, 10 to 15 minutes."", ""Serve.""]","[""ground pepper"", ""coarse salt"", ""sugar"", ""white vinegar"", ""radishes"", ""butter""]",www.food.com/recipe/glazed-radishes-166465
Quarterback Sneak-Y Martini (Beer 'N Tomato Juice Cocktail),"[""In small pitcher or martini shaker, slowly pour in beer."", ""Slowly/gently stir in tomato juice."", ""Stir in 1 drop Worcestershire only if you really, really like it, and a dash of hot sauce if you like it extra hot!"", ""Add a few ice cubes, and swirl, don't shake!, til chilled."", ""Strain and slowly pour into 2 chilled martini glasses. Try not to let it foam."", ""Srinkle tops of each with a little celery salt and pepper."", ""Place a celery stick and green onion into each glass for \""stirrers\""."", ""Enjoy!"", ""*Note: I use the V-8 Spicy Hot Tomato/Vegetable juice for this.""]","[""celery salt"", ""vegetable juice"", ""pepper"", ""cold beer"", ""green onions"", ""celery"", ""worcestershire sauce"", ""hot sauce""]",www.food.com/recipe/quarterback-sneak-y-martini-beer-n-tomato-juice-cocktail-277152
Vegetable Toad In The Hole,"[""Preaheat oven to 200degC"", ""To make batter:"", ""sieve the flour & a pinch of salt into a largge bowl, make a well in the centre & beat in the eggs & milk, stir in 1 tsp of mustard & set aside."", ""Pour the oil into a large shallow ovenproof dish and heat in oven for 10 minutes."", ""To make filling:"", ""Melt the butter in frying pan (skillet) and saute the onion & garlic for 2 mins, stirring."", ""Cook the carrots & beans in some boiling water for 7 mins, or until tender. Drain well."", ""Add the corn & tomatoes to the frying pan along with the mustard & herbs, season well and add the carrots & beans."", ""Carefully remove the dish from the oven and pour in the batter."", ""Spoon the vegetables into the centre, return to the oven & cook for 30-35 minutes until the batter has risen and set."", ""Serve immediately.""]","[""batter"", ""baby carrots"", ""tomatoes"", ""sweetcorn"", ""eggs"", ""garlic"", ""mixed herbs"", ""coarse grain mustard"", ""onion"", ""flour"", ""green beans"", ""milk"", ""butter"", ""filling"", ""vegetable oil""]",www.food.com/recipe/vegetable-toad-in-the-hole-322534
Easy Shepherd'S Pie,"[""Preheat over to 375\u00b0F Brown meat in skillet and drain."", ""Mix potatoes, cream cheese, 1/2 cup of the shredded cheese and the garlic until well blended."", ""Stir vegetables and gravy into meat."", ""Spoon into 9-inch square baking dish."", ""Cover with potato mixture. Don't worry about it being perfectly even, the more rustic it looks, the better."", ""Sprinkle with remain 1/2 cup shredded cheese. Bake for 20 minutes or until heated through.""]","[""beef gravy"", ""cheddar cheese"", ""cream cheese"", ""mixed vegetables"", ""mashed potatoes"", ""ground beef"", ""garlic""]",www.food.com/recipe/easy-shepherds-pie-298417
Everyday Waffles,"[""Sift together dry ingredients."", ""Combine egg yolks and milk; stir into dry ingredients."", ""Stir in oil."", ""Fold in egg whites, leaving a few little fluffs; don't overmix."", ""Bake in preheated waffle baker."", ""Makes about 8 waffles.""]","[""baking powder"", ""salad oil"", ""egg whites"", ""flour"", ""milk"", ""egg yolks"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=544618
Foundation Refrigerator Rolls,"[""Scald milk and water."", ""Add sugar, salt and shortening and allow to cool."", ""Beat eggs and add to mixture."", ""Add yeast, dissolved in water, and enough flour to make a soft dough."", ""Place in well-greased bowl and sit in warm place to rise until double in bulk."", ""Punch down and shape rolls."", ""Place in a greased pan and allow to rise."", ""Bake at 375\u00b0 to 400\u00b0 for 15 to 20 minutes."", ""Brush with melted butter when done."", ""Dough can be placed in refrigerator when mixed and stored until ready to use."", ""Then shape into rolls and let rise."", ""Bake as directed."", ""Will keep in refrigerator for several days.""]","[""sugar"", ""cake yeast"", ""eggs"", ""water"", ""flour"", ""vegetable shortening"", ""milk"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=890184
Cut-Out Candy,"[""Butter or spray 13x9-inch pan with cooking spray."", ""Mix pectin, water and baking soda in large saucepan until blended."", ""(Mixture will foam slightly.)"", ""Cook on high heat or until foam has thinned, stirring constantly."", ""Remove from heat; stir in 2 cups sugar, corn syrup and drink mix."", ""Return to heat."", ""Bring to full rolling boil on high heat, stirring constantly; cook and stir 3 min."", ""Remove from heat."", ""Stir until bubbles have thinned."", ""Pour immediately into prepared pan."", ""Let stand at room temperature 3 hours or until firm."", ""Sprinkle 2 Tbsp."", ""of the remaining sugar onto large sheet of waxed paper."", ""Carefully loosen edges of candy with point of sharp knife."", ""Invert pan onto prepared waxed paper; remove pan."", ""Sprinkle candy with remaining sugar."", ""Cut into 1-inch squares or decorative shapes with small cookie cutters."", ""Roll candy pieces in sugar to evenly coat; shake gently to remove excess sugar."", ""Let stand, uncovered, overnight at room temperature before packing or storing.""]","[""light corn syrup"", ""sugar"", ""baking soda"", ""pouches"", ""water"", ""env""]",www.kraftrecipes.com/recipes/-16897.aspx
Mexican Sauce,"[""Cook onion in butter until softened."", ""Stir in remaining ingredients."", ""Heat to boiling, then reduce heat and simmer five minutes."", ""Spoon out cloves and discard."", ""Brush sauce over ham steak as they grill (or any meat).""]","[""pepper"", ""chili powder"", ""cloves"", ""onion"", ""catsup"", ""dry mustard"", ""butter"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=361477
Knoblauchcremesuppe - Garlic Creme Soup,"[""Fry onion in butter over medium heat. Add flour and lightly brown, then add milk and stock and let simmer for ten minutes. Add garlic and simmer for an additional five minutes. (At this point you could puree with an immersion blender or strain for a smoother soup.)."", ""Before serving the soup, add the sour cream and stir it altogether. Toast the croutons or baguette toasts and serve them together with the soup.""]","[""oil"", ""sour cream"", ""croutons"", ""onion"", ""flour"", ""chicken broth"", ""milk"", ""garlic"", ""salt""]",www.food.com/recipe/knoblauchcremesuppe-garlic-creme-soup-532733
Katy Kornettes ,"[""Bring milk to boil in sauce pan; add butter, sugar and cornmeal (about 1/2 cup at a time) stirring with large whisk."", ""Remove when mixture thickens and allow to cool five minutes."", ""Squeeze through a pastry bag to form tick, silver dollar formed cookies on ungreased sheet."", ""Bake at 425 for 20 minutes until brown.""]","[""boiling sweet milk"", ""sugar"", ""butter"", ""white""]",www.epicurious.com/recipes/member/views/katy-kornettes-50019745
Chocolate Chip Mandelbread ,"[""1. Beat 1 1/2 cups sugar and eggs at medium speed with an electric mixer until blended. Add butter and next 4 ingredients; beat until blended. Stir in morsels"", ""2. Divide dough in half; shape each portion into a 10 x 3 inch log on a slightly greased baking sheet. Combine remaining 1/2 cup sugar and cinnamon; sprinkle over slices."", ""3. Bake at 350*F for 25 to 30 minutes or until lightly browned. Cool slightly; cut diagonally into 3/4 inch thick slices."", ""4. Bake 5 more minutes; cool completely on wire rack.""]","[""baking powder"", ""sugar"", ""vanilla"", ""eggs"", ""chocolate"", ""flour"", ""almond extract"", ""ground cinnamon"", ""butter"", ""salt""]",www.epicurious.com/recipes/member/views/chocolate-chip-mandelbread-1213113
Frozen Pea Salad,"[""Mix all ingredients except bacon and nuts."", ""Put in fridge.""]","[""sour cream"", ""bacon"", ""green onion"", ""celery"", ""basil"", ""cashews"", ""frozen peas""]",www.cookbooks.com/Recipe-Details.aspx?id=678681
Chicken Sunburst Stir Fry Recipe,"[""Skinless, boneless and cut into 1/3\"" x 1/3\"" x 1 1/4\"" strips."", ""Cut into 1/3\"" x 1/3\"" x 1 1/2\"" strips."", ""Green pepper may be substituted."", ""Heat oil in wok, add in chicken breast and stir fry till lightly golden brown and almost hard."", ""Add in garlic, peppers, carrots and strong chicken broth."", ""Cover and simmer for 2 min."", ""Add in pineapple cubes, mandarin orange segments, pea pods, soy sauce, vinegar, Lee Kum Kee Sauce and orange marmalade."", ""Stir fry for 1 minute."", ""Mix pineapple juice into cornstarch and stir into the chicken mix."", ""Simmer for 1 minute."", ""Serve on warm white or possibly brown rice and garnish with toasted coconut, maraschino cherries and sunflower seeds.""]","[""oil"", ""vinegar"", ""chicken breasts"", ""soy sauce"", ""lee"", ""yellow pepper"", ""orange segments"", ""orange marmalade"", ""cornstarch"", ""chicken broth"", ""carrots"", ""toasted coconut"", ""garlic"", ""pods"", ""pineapple""]",cookeatshare.com/recipes/chicken-sunburst-stir-fry-38384
Creamy Hash Brown Casserole,"[""Stir together first 9 ingredients in a large bowl."", ""Spoon mixture into an 11- x 7-inch baking dish coated with cooking spray. Sprinkle cheese evenly over top."", ""Bake at 350\u00b0 for 1 hour or until bubbly and golden. Remove from oven, and let stand 10 minutes.""]","[""potatoes"", ""cream of chicken soup"", ""sour cream"", ""salt"", ""pepper"", ""vegetable cooking spray"", ""cheddar cheese"", ""onion"", ""rosemary"", ""light butter"", ""low-fat""]",www.myrecipes.com/recipe/creamy-hash-brown-casserole
Mike's Hobo Pork Stew,"[""Mix everything in the Pork Roast section except for 1 box broth."", ""Save that for later."", ""Crush garlic but, leave it in larger chunks so you can pull it out later along with the bay leaf."", ""Mix well, bring broth to a boil and allow roast to simmer for several hours covered."", ""Or, until roast has fully tenderized and you can cut or tear it apart easily."", ""Add broth as needed throughout simmer."", ""Flip roast once during simmer."", ""Chop all vegetables."", ""Place potatoes, celery and onions in cold water to keep them from browning or limping if, chopping early."", ""Drain vegetables prior to adding to your simmering pot."", ""Once pork roast has tenderized, pull crushed garlic and bay leaf out with slotted spoon."", ""Cut up roast with kitchen shears or a large knife while still in broth pot."", ""Add all drained vegetables to the meat and broth and stir."", ""Add water if additional fluid is needed to cover vegetables."", ""But, add as little water as you'll need."", ""Simmer stew covered for 35 to 40 minutes longer."", ""Or, until vegetables are soft."", ""Meaning: a knife can easily penetrate your potatoes and carrots."", ""Stir carefully and occasionally."", ""You don't want to break up your potatoes."", "";0)"", ""At this point I'll taste test my stew."", ""Since flavors can dissapate with long simmer times, I'll usually add additional garlic powder, onion powder, black pepper and sea salt to taste."", ""Serve with warm bread."", ""In fact, if you want a crazy easy recipe for that, try my 5 minute bread recipe posted below.""]","[""potatoes"", ""tomatoes"", ""ladle"", ""cloves]"", ""onion"", ""celery"", ""green beans"", ""chicken broth"", ""carrots"", ""pork shoulder"", ""kitchen shears"", ""kernel"", ""seasoning"", ""bay leaf"", ""salt""]",cookpad.com/us/recipes/347646-mikes-hobo-pork-stew
Red Lentil Soup With Lemon ,"[""1. In a large pot, heat 3 tablespoons oil over high heat until hot and shimmering. Add onion and garlic, and saute until golden, about 4 minutes."", """", ""2. Stir in tomato paste, cumin, salt, black pepper and chili powder or cayenne, and saute for 2 minutes longer."", """", ""3. Add broth, 2 cups water, lentils and carrot. Bring to a simmer, then partially cover pot and turn heat to medium-low. Simmer until lentils are soft, about 30 minutes. Taste and add salt if necessary."", """", ""4. Using an immersion or regular blender or a food processor, puree half the soup then add it back to pot. Soup should be somewhat chunky."", """", ""5. Reheat soup if necessary, then stir in lemon juice and cilantro. Serve soup drizzled with good olive oil and dusted lightly with chili powder if desired.""]","[""ground cumin"", ""tomato paste"", ""ground chili"", ""onion"", ""lemon"", ""ground black pepper"", ""red lentils"", ""kosher salt"", ""carrot"", ""garlic"", ""chicken"", ""olive oil"", ""fresh cilantro""]",www.epicurious.com/recipes/member/views/red-lentil-soup-with-lemon-52631691
Easter Hot Cross Buns,"[""In a large mixing bowl, combine the flour, sugar, yeast, lemon rind, salt cinnamon and nutmeg."", ""Stir in warm water and butter, then beaten eggs."", ""Using a wooden spoon, vigorously stir dough until smooth and elastic."", ""Stir in raisins and candied peel."", ""Scrape down sides of bowl, cover with a clean dry towel and stand for 10 minutes."", ""Grease 24 medium to large-sized muffin cups and spoon in batter -- no more than 23 full."", ""Brush tops with melted butter."", ""Cover and let rise in a warm place until almost double, about 20 to 30 minutes."", ""Bake in an oven preheated to 375F (190C) for about 20 minutes or until tops are browned."", ""Let cool on wire racks until warm, about 10 to 15 minutes."", ""Combine icing sugar with milk until smooth; place in a piping bag or spoon on top of buns to make crosses.""]","[""sugar"", ""nutmeg"", ""eggs"", ""cinnamon"", ""powdered sugar"", ""water"", ""raisins"", ""flour"", ""yeast"", ""mixed candied peel"", ""milk"", ""butter"", ""salt""]",recipeland.com/recipe/v/easter-hot-cross-buns-32593
Creamy Cherry Delite,"[""Combine cherry pie filling, crushed pineapple and diced apple. Refrigerate overnight."", ""Next day, add bananas, Cool Whip, pecans and marshmallows."", ""Mix well and chill before serving.""]","[""apple"", ""marshmallows"", ""pecans"", ""bananas"", ""cherry pie filling"", ""pineapple""]",www.cookbooks.com/Recipe-Details.aspx?id=248653
Grilled Fig Salad ,"[""1. Toss the walnuts with one-fourth teaspoon salt and 1 1/2 teaspoons olive oil in a small bowl. Spread the nuts on a sheet pan and toast in a 350-degree oven for 10 minutes. Set aside."", """", ""2. In a medium bowl, whisk together the shallots, thyme, rosemary, vinegar and 6 tablespoons olive oil. Season with one-half teaspoon salt and a grind of black pepper, or to taste. This makes a scant two-thirds cup vinaigrette."", """", ""3. Halve the figs lengthwise. Remove any wilted outer leaves from the radicchio and slice it lengthwise into eight wedges. Trim the top off the fennel, and slice it crosswise into half-inch strips, discarding the core."", """", ""4. Brush the radicchio wedges with a little of the vinaigrette and place them on an oiled grill heated over medium-high heat. Grill the wedges for about 2 minutes on each side, until slightly wilted with defined grill marks. Remove and reserve in a warm place. Do the same with the fennel."", """", ""5. For the figs, brush the cut side with the vinaigrette and place the halves on the grill, cut-side down. After about 30 seconds, rotate slightly and cook for another 30 seconds."", """", ""6. Divide the radicchio, fennel and figs evenly among four plates. Crumble the goat cheese evenly over the salads, and scatter the toasted walnuts over each serving. Drizzle 1 teaspoon of the remaining vinaigrette over each salad. Serve immediately."", """", ""Each serving: 484 calories; 12 grams protein; 28 grams carbohydrates; 6 grams fiber; 38 grams fat; 11 grams saturated fat; 30 mg. cholesterol; 286 mg. sodium.""]","[""head radicchio"", ""goat cheese"", ""sherry vinegar"", ""walnut halves"", ""freshly ground black pepper"", ""rosemary"", ""head fennel"", ""thyme"", ""shallots"", ""best-quality"", ""figs"", ""olive oil"", ""salt""]",www.epicurious.com/recipes/member/views/grilled-fig-salad-50062466
Christmas Brew,"[""Mix together and serve hot.""]","[""brown sugar"", ""cloves"", ""cinnamon"", ""apple juice"", ""cranberry juice cocktail""]",www.cookbooks.com/Recipe-Details.aspx?id=1053379
Spiced Nuts,"[""Put margarine in 3-quart casserole dish."", ""Microwave on High 45 to 60 seconds, until melted."", ""Mix in seasoning. Add nuts and stir to coat."", ""Microwave on High 7 to 9 minutes or until margarine is absorbed. Stir a couple of times during the 7 to 9 minutes. Spread on paper towels on baking sheet."", ""Makes about 4 cups.""]","[""cayenne pepper"", ""mixed nuts"", ""garlic powder"", ""margarine"", ""worcestershire sauce"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=275481
Salisbury Steak,"[""Mix together the hamburger, egg, salt, minced onion, catsup and Worcestershire sauce and shape into patties.""]","[""mushroom steak sauce"", ""egg"", ""onion"", ""mushroom soup"", ""water"", ""catsup"", ""hamburger"", ""worcestershire sauce"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=838560
Mashed Garlic Potatoes Champ,"[""Place potatoes, garlic cloves and 1 teaspoon salt in covered saucepan with water just to cover."", ""Bring to a boil."", ""Reduce heat; cook until potatoes are fork tender, about 20 minutes."", ""Drain into colander, reserving cooking water."", ""While potatoes are cooking, cook scallions in small covered saucepan in boiling water with remaining 1/2 teaspoon salt until tender, about 5 minutes."", ""Drain; shock in ice water to stop cooking."", ""Drain."", ""In mixer bowl, mash potatoes with potato masher, using fork tines to mash garlic if necessary."", ""Beat with electric mixer, adding oil and reserved potato cooking water as needed for creamy consistency."", ""Add salt and white pepper."", ""Stir in scallions."", ""Cover bowl."", ""Set in skillet with 2 inches simmer water to hold for serving, up to 1 hour."", ""Serve with butter or a small pitcher of extra-virgin olive oil if desired.""]","[""scallions"", ""extra virgin olive oil"", ""russet potatoes"", ""garlic"", ""salt""]",www.food.com/recipe/mashed-garlic-potatoes-champ-147429
Baby E's Peanut Butter Bonbons,"[""Mix together peanut butter, powdered sugar, butter, fruit and nuts."", ""Shape into small balls, roughly the size of a teaspoon."", ""Melt chocolate in microwave, about two minutes."", ""Stir to melt remaining chips."", ""Microwave in thirty second increments, as necessary to melt all chips, being careful not to scorch chocolate."", ""Dip peanut butter balls in melted chocolate, covering completely."", ""Lift out with a fork, and place on a wax paper lined baking sheet."", ""Refrigerate for at least fifteen minutes, or until chocolate sets.""]","[""cranberries"", ""powdered sugar"", ""nuts"", ""natural-style"", ""chocolate chips"", ""butter""]",www.food.com/recipe/baby-es-peanut-butter-bonbons-342407
Tuna-Stuffed Baked Potatoes,"[""Scrub and pierce potatoes; place on a microwave-safe plate. Microwave, uncovered, on high for 15-20 minutes or until tender, turning once."", ""When cool enough to handle, cut each potato in half lengthwise. Scoop out the pulp, leaving thin shells."", ""In a small bowl, mash the pulp. Add the cottage cheese, tuna, celery, onion, 1/4 cup cheese, paprika, salt and pepper. Spoon into potato shells. Place on a"", "". Bake, uncovered, at 350\u00b0 for 18-22 minutes or until heated through. Sprinkle with remaining cheese. Bake 5 minutes longer or until cheese is melted.""]","[""pepper"", ""cheddar cheese"", ""onion"", ""water"", ""celery"", ""cottage cheese"", ""paprika"", ""baking potatoes"", ""salt""]",www.tasteofhome.com/recipes/tuna-stuffed-baked-potatoes/
Grandma'S Butter Cookies,"[""Beat together eggs, butter and sugar."", ""Add baking powder."", ""Add flour and vanilla; mix all together."", ""Roll into a loaf."", ""Place in refrigerator until well chilled."", ""Slice and bake at 350\u00b0.""]","[""baking powder"", ""sugar"", ""vanilla"", ""eggs"", ""flour"", ""butter""]",www.cookbooks.com/Recipe-Details.aspx?id=486828
Cappuccino On Ice,"[""In a medium bowl, combine coffee and milk. Whisk in half-and-half and vanilla until well blended. Pour into glasses filled with ice.""]","[""condensed milk"", ""coffee"", ""vanilla"", ""cream""]",www.allrecipes.com/recipe/32615/cappuccino-on-ice/
Chi Spacca'S Bistecca Fiorentina ,"[""Prepare grill for high, indirect heat (for a charcoal grill, bank coals on one side of grill; for a gas grill, leave one or two burners off). Season steaks generously with kosher salt and pepper. Grill over direct heat, turning occasionally, until browned and lightly charred all over, 10-15 minutes."", ""Move steaks to indirect heat, balancing on one side so only the bone is making contact with the grate. Grill until an instant-read thermometer inserted into the thickest part of steaks registers 100\u00b0 (this is very, very rare), 20-30 minutes."", ""Transfer steaks to a cutting board and let rest 5 minutes. Cut meat from the bones. Grill bones over direct heat, turning often, until crisped and well charred, about 5 minutes."", ""Slice meat 1/2\"" thick and transfer to a platter. Drizzle with oil and sprinkle with sea salt. Serve with bones alongside."", ""Steaks can be grilled 2 hours ahead. Do not cut meat from bone; hold at room temperature. Grill over high to reheat, about 5 minutes, before finishing as directed above.""]","[""extra-virgin olive oil"", ""aged"", ""salt"", ""kosher salt""]",www.epicurious.com/recipes/food/views/chi-spaccas-bistecca-fiorentina-56389665
